RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
JB514783,,11/13/2018 06:09:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/13/2018 06:09:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1260,W,ADAMS ST,1224,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,3,11,41.879130688,-87.659371019,POINT (-87.659371019033 41.879130687558)
JB514797,,11/13/2018 06:05:00 PM,30,OTHER,OTHER,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/13/2018 06:10:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,640,N,LA SALLE DR,1832,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,3,11,41.893607874,-87.632800561,POINT (-87.632800560883 41.893607873522)
JB514892,,11/13/2018 06:00:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/13/2018 07:58:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,799,W,ROOSEVELT RD,1232,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,3,11,41.867045582,-87.6468275,POINT (-87.646827500037 41.867045581518)
JB514750,,11/13/2018 05:55:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAWN,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,11/13/2018 06:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1400,E,67TH ST,321,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,3,11,41.773390859,-87.591566672,POINT (-87.591566672222 41.773390859307)
JB514747,,11/13/2018 05:55:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/13/2018 06:00:00 PM,NOT APPLICABLE,NOT APPLICABLE,6330,S,DR MARTIN LUTHER KING JR DR,312,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,11,41.779297609,-87.615749875,POINT (-87.615749875386 41.779297609236)
JB514786,,11/13/2018 05:54:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,ONE-WAY,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/13/2018 05:54:00 PM,DISTRACTION - FROM INSIDE VEHICLE,UNABLE TO DETERMINE,500,N,HOMAN AVE,1121,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,7,0,17,3,11,41.89033194,-87.711428482,POINT (-87.711428481659 41.890331939623)
JB514757,,11/13/2018 05:50:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/13/2018 05:55:00 PM,IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,26,N,CICERO AVE,1533,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,17,3,11,41.881347452,-87.745464598,POINT (-87.745464598148 41.881347451715)
JB514811,,11/13/2018 05:45:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"$501 - $1,500",11/13/2018 06:11:00 PM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,5400,S,HALSTED ST,934,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,3,11,41.795997271,-87.645347674,POINT (-87.645347673872 41.795997271195)
JB514775,,11/13/2018 05:45:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/13/2018 06:26:00 PM,NOT APPLICABLE,NOT APPLICABLE,2400,S,WESTERN AVE,1034,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,17,3,11,41.848352042,-87.685681934,POINT (-87.685681934492 41.848352042192)
JB514724,,11/13/2018 05:36:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,$500 OR LESS,11/13/2018 05:37:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,4798,N,BROADWAY,1913,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,11,41.969015207,-87.659817151,POINT (-87.659817151245 41.969015207276)
JB514733,,11/13/2018 05:31:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/13/2018 05:35:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,3901,S,KEDZIE AVE,921,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,2,0,17,3,11,41.822515404,-87.704315783,POINT (-87.704315782621 41.822515403741)
JB514994,,11/13/2018 05:30:00 PM,35,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/13/2018 09:35:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,700,W,69TH ST,723,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,6,0,17,3,11,41.768993831,-87.641700004,POINT (-87.641700003514 41.768993831418)
JB514767,,11/13/2018 05:30:00 PM,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/13/2018 05:41:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,3400,W,DIVISION ST,1422,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,11,41.902896105,-87.711806443,POINT (-87.711806442708 41.902896105393)
JB514710,,11/13/2018 05:28:00 PM,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,,,"OVER $1,500",11/13/2018 05:30:00 PM,DISREGARDING OTHER TRAFFIC SIGNS,DISREGARDING OTHER TRAFFIC SIGNS,515,E,35TH ST,212,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,11,41.831090928,-87.613878467,POINT (-87.613878466612 41.831090927558)
JB514770,,11/13/2018 05:27:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),6,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/13/2018 05:30:00 PM,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER LANE USAGE,901,N,MICHIGAN AVE,1833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,11,41.89925127,-87.623981155,POINT (-87.623981155315 41.899251269945)
JB514734,,11/13/2018 05:20:00 PM,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,OTHER,0,STRAIGHT ON GRADE,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",11/13/2018 05:50:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,900,W,103RD ST,2232,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,11,41.707003262,-87.645327328,POINT (-87.645327327631 41.70700326205)
JB514736,,11/13/2018 05:13:00 PM,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/13/2018 05:29:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,7600,S,DAMEN AVE,611,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,3,11,41.755599436,-87.673432437,POINT (-87.673432437198 41.755599435763)
JB514691,,11/13/2018 05:12:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/13/2018 05:16:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3610,N,SOUTHPORT AVE,1922,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,11,41.947439615,-87.664171809,POINT (-87.66417180914 41.947439615462)
JB514743,,11/13/2018 05:10:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,TURNING,OTHER,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/13/2018 06:00:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,195,E,WALTON ST,1833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,11,41.899933055,-87.621998822,POINT (-87.62199882208 41.899933054935)
JB514701,,11/13/2018 05:10:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/13/2018 05:15:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,5421,S,RACINE AVE,934,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,11,41.795336962,-87.654747661,POINT (-87.654747661344 41.795336961783)
JB514690,,11/13/2018 05:00:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/13/2018 05:06:00 PM,IMPROPER BACKING,IMPROPER BACKING,8426,S,KOLIN AVE,834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,11,41.739368951,-87.73022961,POINT (-87.730229610262 41.739368950673)
JB514688,,11/13/2018 05:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,HEAD ON,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/13/2018 05:15:00 PM,IMPROPER BACKING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,6100,W,63RD ST,812,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,11,41.777924983,-87.774001999,POINT (-87.774001998724 41.777924983384)
JB514728,,11/13/2018 04:50:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/13/2018 05:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3414,S,ARCHER AVE,912,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,16,3,11,41.83183073,-87.675527192,POINT (-87.675527191958 41.831830730215)
JB514682,,11/13/2018 04:50:00 PM,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,4,STRAIGHT ON HILLCREST,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/13/2018 05:10:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1901,W,DEVON AVE,2413,,,,Y,UTILITY,Y,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,16,3,11,41.99784707,-87.676999341,POINT (-87.676999340611 41.997847069961)
JB514739,,11/13/2018 04:49:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,REAR END,ONE-WAY,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/13/2018 05:45:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,430,W,OHIO ST,1831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,11,41.892419018,-87.639864106,POINT (-87.639864106057 41.89241901847)
JB514842,,11/13/2018 04:45:00 PM,0,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,Y,"$501 - $1,500",11/13/2018 07:10:00 PM,IMPROPER BACKING,NOT APPLICABLE,1651,W,ROOSEVELT RD,1233,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,3,11,41.866749383,-87.668464053,POINT (-87.668464052851 41.866749382827)
JB514663,,11/13/2018 04:33:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/13/2018 04:34:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,6955,N,CLARK ST,2431,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,11,42.008201602,-87.673630224,POINT (-87.67363022393 42.008201601562)
JB514680,,11/13/2018 04:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/13/2018 05:11:00 PM,NOT APPLICABLE,NOT APPLICABLE,5439,S,KENNETH AVE,815,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,11,41.793772824,-87.734062355,POINT (-87.734062355026 41.793772824078)
JB514665,,11/13/2018 04:25:00 PM,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,N,"OVER $1,500",11/13/2018 04:30:00 PM,UNABLE TO DETERMINE,PHYSICAL CONDITION OF DRIVER,4818,S,PULASKI RD,815,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,11,41.805433855,-87.723657415,POINT (-87.723657415435 41.805433855476)
JB514642,,11/13/2018 04:20:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/13/2018 04:45:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1617,N,TRIPP AVE,2534,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,3,11,41.910351014,-87.73231104,POINT (-87.73231104011 41.910351014132)
JB514643,,11/13/2018 04:18:00 PM,15,UNKNOWN,NO CONTROLS,CLEAR,DUSK,TURNING,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/13/2018 04:18:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,6125,N,LINCOLN AVE,1711,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,11,41.993498168,-87.712204331,POINT (-87.712204330549 41.993498168137)
JB514627,,11/13/2018 04:15:00 PM,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/13/2018 04:25:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,3462,S,ARCHER AVE,912,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,11,41.830999526,-87.676888349,POINT (-87.676888348995 41.830999526337)
JB514667,,11/13/2018 04:10:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/13/2018 05:00:00 PM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,8300,S,RACINE AVE,613,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,11,41.74312405,-87.653684413,POINT (-87.653684412547 41.743124050063)
JB514656,,11/13/2018 04:10:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/13/2018 04:55:00 PM,UNABLE TO DETERMINE,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),1632,W,ADDISON ST,1922,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,3,11,41.947084197,-87.670138651,POINT (-87.670138651099 41.947084196781)
JB514650,,11/13/2018 04:05:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,11/13/2018 04:52:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,7056,S,WESTERN AVE,832,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,11,41.764847264,-87.683392818,POINT (-87.683392817754 41.764847263571)
JB514604,,11/13/2018 04:04:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/13/2018 04:04:00 PM,CELL PHONE USE OTHER THAN TEXTING,FAILING TO REDUCE SPEED TO AVOID CRASH,2453,W,PRATT BLVD,2412,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,16,3,11,42.00488425,-87.692189634,POINT (-87.692189634179 42.004884249554)
JB514779,,11/13/2018 04:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/13/2018 06:31:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,FAILING TO REDUCE SPEED TO AVOID CRASH,1940,W,13TH ST,1233,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,3,11,41.865063231,-87.675296229,POINT (-87.675296229211 41.865063231333)
JB514637,,11/13/2018 04:00:00 PM,45,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/13/2018 04:40:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FOLLOWING TOO CLOSELY,5100,S,LAKE SHORE DR SB,234,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,11,41.80247042,-87.581777928,POINT (-87.581777927646 41.802470420281)
JB514619,,11/13/2018 03:50:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/13/2018 04:15:00 PM,DISREGARDING ROAD MARKINGS,NOT APPLICABLE,4301,S,PULASKI RD,821,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,3,11,41.815107007,-87.72371188,POINT (-87.723711879533 41.815107007217)
JB514671,,11/13/2018 03:45:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/13/2018 05:00:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3400,S,ARCHER AVE,912,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,3,11,41.832233576,-87.674871165,POINT (-87.674871164632 41.832233575624)
JB514622,,11/13/2018 03:45:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,REAR END,ONE-WAY,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/13/2018 04:15:00 PM,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",UNABLE TO DETERMINE,8000,S,LAFAYETTE AVE,623,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,3,11,41.749007692,-87.625919151,POINT (-87.625919151184 41.74900769183)
JB514612,,11/13/2018 03:45:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,11/13/2018 03:51:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,IMPROPER LANE USAGE,6640,S,WESTERN AVE,832,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,15,3,11,41.772570014,-87.68360751,POINT (-87.683607509831 41.772570014324)
JB514582,,11/13/2018 03:45:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/13/2018 03:50:00 PM,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3227,N,BROADWAY,1925,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,3,11,41.940899342,-87.644278272,POINT (-87.644278272394 41.940899342359)
JB514644,,11/13/2018 03:42:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,$500 OR LESS,11/13/2018 03:42:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,2758,W,NORTH AVE,1421,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,3,11,41.910327663,-87.696972843,POINT (-87.696972842599 41.910327663036)
